id,language,raw_asr_text,final_asr_text,asr_char_similarity,asr_word_f1
a7TJzv_1icU_c0023_s009,hi-IN,یہ آپ سمجھ میں آپ بلٹ میں تو ہم آپ کو وہ جب ہوت بٹا ہے تو آپ کو بتا ہے تو ہوت کے اندر چھے ہی سا ہوتا ہے بطل چھیںبر چھا رہتے لیکن چھے جب بلٹ جائے گا کہاں کہاں کہاں دیکھیں تو دائھینا آلین دھ پیلا دائھینا نہیں لے دوسراں آپ پھوس پھوس دھمینی تیسراں تو ایک اور تین تو تو ایدروں تین تو راستہ ہوگا کون کون ساں پھے پھرہ سے آگے تو پھوس پھوس سیراں,"یہ آپ Summa Gya Bladg میں, آپ کو وہ جب ہوت بتا ہے, جب دھم نہیں پڑا رہے تھے, آپ کو بتا ہے, تو ہوت کے اندر چھے ہی سا ہوتا ہے. Bhahtle Chamber 4, لیکن چھے جب ہوت جہے گا, کہاں کہاں دیکھیں تو, Dahina Alind, Paila, Dahina Nile, دوسرا, آپ Fus Fus Dhama Ni, THISRAA, تو ایک اور THIN'T ہو, تو ایدھروں THIN'T ہو رہاں, کون کون سا, پھے پھرہ سے آئے گا تو, Fus Fus Sira,",0.05052005943536404,0.5217391304347826
dpbp_jV4Pzz0Wz0Y_c0004_s000,hi-IN,تارکی کڑوب سے میری خیل سے ایدو نوحی ویکتی گلت فیمی کے شکار ہے,طارکی کڑھڑ سے میری خیل سے ایدھوں ہی ویکتی گلت فیمی کے شکارہ ہیں,0.8709677419354839,0.5714285714285714
a7TJzv_1icU_c0014_s002,hi-IN,یہ ناس پورے سریر میں بلٹ کلے کے جارہ ہے پورے سریر میں اب یہی جرود یہ کی یہ واپس نہ گھر جہا تو دیکھیں یہ واپس گھرے گا تو یہ وہ لبند ہو جہے گا آئی اوپر جہے گا تو یہ وہ لبند ہو جہے گا تو یہ مہا دھمی میں جارہ ہے اسلی اسے کہتے ہیں ایروٹیک وال آئی یہ نیلے میں جارہ ہے اسے کہتے ہیں میں لو بائی کسپیڈ وال اب ایسیں فیگر ایدھر میں بلے گا,"یہ ناس پورے سریر میں بلٹ کل کے جارہ ہے پورے سریر میں اب یہی جرود یہ کہ یہ、 وہا پاس نہ گھر جہا تو دیکھیں یہ, وہا پاس گھرے کہتے یہ, یہ وہا بند ہو جہے گا اب یہ, upa جہے کہتے یہ یہ وہا بند ہو جہے گا اب یہ, مہدھا دھمی میں جارہ ہے اسلی, اسے, کہتے, erotic walt اب یہ, νیلہ میں جارہ ہے اسے, کہتے, امرو بائی کسپید walt اب, ایسے ہی, فیگر, ایسر ہی, بانے گا",0.1187214611872146,0.6257668711656442
jV4Pzz0Wz0Y_c0019_s000,hi-IN,"کیش்ofar نہیں ہیں, ہم மான کے சென்னிட்டின்று کی ہے کیوں کہ மான்னிட்டில்லை, ہمیں மனோவைگேனிக்கு வைதாوتا ہے","کیشفر نہیں ہے, ہم مان کے چلیں گے کی ہے کیوں کہ مان نے سے ہمیں منو وگینک فائدہ ہوتا ہے",0.5604395604395604,0.3103448275862069
pyVLK891zrE_c0006_s000,hi-IN,"کسівí fildme abo. Sanghars kasauru, ek saohta ek sa karr, he nei hai ki harvigti ko artiik sangad hi hoo gaya harvigti korigosaoag, samajik sangad hogaa. Harvigti ko gar ka supporti nahi milе gaya harvigti ko kaiwal, samaj nikaha mai ki ki hi ka krne gaar nejara hai. ye ho saakta ala gaal ho, lekin sanghars ek saohta, ho sa ka tap ek saohta hai.","کسی بھی فیلڈ میں آپ ہوں, Senghars ka saru 1 saohta, 1 saakart یہ نہیں ہے ki Harvakti ko arthik sankat hi ho ga ya harvakti ko Samaajik sankat ho ga ya harvakti ko Ghar ka support nahi milega ya harvakti ko Kaibar samaaji kaha ka ki ki ki ki ki aakarne jara hai یہ hu saktay ala ga lag ho Lekin Senghars 1 saohta, hu ska taap 1 saohta hai",0.13412816691505217,0.3088235294117647
a7TJzv_1icU_c0033_s003,hi-IN,"πολύ Orthopompuうpillsow etc., let us know with atleast what Wich will we will discuss therefore we want to try and with formal knowledge intuition and learning when you learn theierte it is that it is about dai palm itching if kanobi表 I hope you will understand نکش پرٹ میں ہم آپ کو بلٹ کریسر ECGK12 Note Kha la gai jathay اس کے بارے میں سمجھے گے یعنی Hurt K",Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Thoda Can you heart keep,0.0075,0.01388888888888889
a7TJzv_1icU_c0032_s001,hi-IN,وہاں کون سا ایسا ہوت کا پات ہے جو بلٹ پھپھرا میں پھیکتا ہے تو دیکھیں رائٹ والا جو پاٹ ہے جیسے یہ بلٹ آیا یہ تو پھپھرا میں پھیک دیا تو رائٹ پاٹ بلٹ کو کھپھپ کرتا ہے پھپھرا میں اور لیفٹ پاٹ جو ہے یہ بلٹ کو کھپھپ کرتا ہے ایرٹا ہے نہیں مہا دم نہیں دورا پورے سریر میں,وہاں کون سے ایسا ہوت کا پات ہے جو بلٹ پھپھرا میں پھیکٹا ہے تو دیکھیں رائٹ والا جو پاٹ ہے رائٹ والا جیسے یہ بلٹ آیا ہے یہ تو پھپھرا میں پھیکٹ دیا تو رائٹ پاٹ بلٹ کو کھا پمپ کرتا ہے پھپھرا میں اور لیفٹ پاٹ جو ہے یہ بلٹ کو کھا پمپ کرتا ہے ایرٹا ہے نہیں مہا دم نہیں دورا پورے سریر میں,0.7121771217712177,0.883720930232558
jV4Pzz0Wz0Y_c0028_s000,hi-IN,اس نے کہ بہم نوویگ جانگ کا پروفیسر بھی ہوں و دیارتے بھی ہوں اور میں ماانتاوں کہ ایشفر کو ماان لینے سے سکون شانتی وینمدتہ زیادہ ہوتی ہے,اُس نے کہ بہم نوویگ جانگ کا پروفیسر بھی ہوں و دیارتے بھی ہوں اور میں مانتاوں کی ایشفر کو مان لینے سے سکون شانتی وینمدتہ زیادہ ہوتی ہے,0.9812734082397003,0.847457627118644
dpbp_pyVLK891zrE_c0012_s000,hi-IN,اور میرے آس پاس دو چار لوگ پہلے یہ کند کر چکے تھے انگسالہ دے لگے جائیے مسٹھوں کے پڑیے چنتانکی جی ہم لو نکل گئے اُس کے بعد میں مخرجی نگر پاہچا اور میں نے یکسی کے تیاری سرو کی,اور میرے آس پاس بھائز دو چار لوگ پہلے یہ کند کر چکے تھے انگسلا دے لگے جائیے مسٹھوں کے پڑیے چنتانا کی جی ہم لو نکل گئے اس کے بعد میں مخرجی نگر پاہوںچا اور میں نے یکسی کے تیاری سرو کی,0.96045197740113,0.8705882352941177
dpbp_jV4Pzz0Wz0Y_c0012_s000,hi-IN,اور جن لوگوں نے اسfair کو سابیت کرنے کی کوشش کی ہے میںگر پرمان پڑھلے ان کیارگومٹس پڑھلے وہ بھی بہت مینگفل ہیں نہیں,اور جن لوگوں نے اشفر کو سابید کرنے گوشش کی ہے منگر پرمان پر لے ان کیارگومنش پر لے وہ بھی بہت مینگفل ہیں نہیں,0.8648648648648649,0.6530612244897959
dpbp_pyVLK891zrE_c0010_s000,hi-IN,ورگر پہلے پانگہ تو بعد میں کر لے نہ لیکن پہنہ انسیہ تیئے گوات منورمہ یعربوگے گوات پہنہ جروض حنہ تو میرہ بھی ہوا ہی تھا میں بھی گھر سے جب بھی ہویا رانچی سنجیوز کولس سے اس کے بعد میں نے پوچھا گھر والے سے کیا انہوں نے کا پوچھنا کیا نکلوں,"و if it was the first time, then we should have done it later but we should have done it later Manoj Mahiyar Bhukh is the first time right? So it was my fault I was also at home when I was a BA after the college of Sanjeev I asked the housekeeper what he asked what he asked",0.003952569169960474,0.0
a7TJzv_1icU_c0031_s001,hi-IN,الیکٹィクカレン جنگرلٹھ ہوتی کنہ سے ہوتی ہے سائنوں اٹریم نوڈ یعنی S-A-Node سے ہوتی ہے جب کبھی یعنی S-A-Node khara بھو جاتا ہے کم نہیں کرتا ہے پہ یہی اس S-A-Node کی جگہ پہ ایک کرنٹ جنگرڈ کرنے والا آٹیٹھیسیل مسین لگا گا جاتا ہے جی سے ہم پیس میں کر کہتے ہیں پیس میں کر تو کوشتاں پوچے گا,"الیکٹィク کرین் generation where it is, where it is, Sino-atrium node or S A node, whenever it is a node, it is not done, so this is the current generation of this node, artificial machine, which we call it paste, then question will be asked.",0.051181102362204724,0.10714285714285714
pyVLK891zrE_c0033_s000,hi-IN,اس نے پھر اپنے پیسے سائیس بھی نمر لیا و پرکسن بنا اور اس کے بعد میری کتاب چھپی اور ایک سال کے بعد اسی گمنام کتاب کو سہی تکادمیوا و آواد ملا,اس نے پھر اپنے پیسے سائیس بھی نمر لیا و پرکسن بنا اور اس کے بعد مری کی طاب چھپی اور ایک سال کے بعد اسی گمنام کی طاب کو سہی تکادمیوا و آواد ملا,0.9679715302491103,0.8823529411764706
a7TJzv_1icU_c0032_s004,hi-IN,اور اپیکς نوکیلے بھاک کریں کہتے اپیکς تو اس کو ہم لو کیا کرتے اپیکς جنو اللی کیا ہوتا ہے کوئی پہاہر جو ہوتا ایسے ہوتا اس کا اپیکς نوپر اب بیس نیچے لیکن ہورٹ میں اولٹا ہے اس کا نوکیلہ بھاگ نیچے تو نیچھلہ کو کیا کرتے ہیں اپیکς اور اوپر والے کو کیا کرتے ہیں لو کہتے ہیں ہورٹ کا اوپر والا بھاگوں گیا بیس ہو گیا سنٹھنا آپ جرہ دھان سے دیکھے گا ہمارے سریر میں لگ بھا پچھ لٹر بلٹھ ہوتا ہے پاس سے سالپیچھ کی لٹر کے بیچ میں ایبرج مانیے پچھ لٹر بلٹھ ہوتا ہے,"uatesızfortیужд minimumуйct 40% 8% 64% 28% 27% 28% 28% 28% 28% 37% 42% 42% 74% 31%, 41% 82% T т",0.07251908396946564,0.0
jV4Pzz0Wz0Y_c0027_s001,hi-IN,"تو فرمے کیا دیکھوں گا, وہ پر اگمٹیک فیلوز فررپ پرگمٹیزم کا مطلب ہے کہ جو بھی آباریٹ روپ سے فیدھم میں ہوسکு مانگگگگگگ","تو فرمے کیا دیکھوں گا, وہ پر اگمٹیک فیلوز فررپ پرگمٹیزم کا مطلب ہے کہ جو بھیہ بھاریٹ روپ سے فیدھے میں ہوتسکو مانیں گے",0.9304347826086956,0.7755102040816326
dpbp_pyVLK891zrE_c0025_s000,hi-IN,اس کے بعد جمع اسے چھپانے نکلا تو مجھے یاد ہے 2014 کے بسکس تک میلا میں مجھے ستائس ٹائس پرکاسوں نے رجیگت کیا کہ ارے بابو ابھی پکو,اس کے بعد جمع اسے چھپانے نکла تو مجھے یاد ہے 2400-2400 کے بیسوپ اس تگمیلہ میں مجھے 2700-2800 پرکاسوں کو نے رجاجت کیا کہ ارے بابو ابھی پکو,0.8257575757575758,0.7
dpbp_a7TJzv_1icU_c0016_s000,hi-IN,وینا کوا وینا کوا کم کیا کرتے ہیں Sorry محاسیرا وینا کوا کو کیا کریں محاسیرا یہ سریر سے بلٹ کو لیکر آتا ہے اور یہ کیا کرتا ہے یہ,"وینا, کوا, وینا, کوا, کم کیا کرتے ہیں? Sorry, محاسیра, وینا, کوا کو کیا کریں? محاسیра, یہ سریر سے بلٹ کو لے کر آتا ہے اور یہ کیا کرتا ہے, یہ",0.9571984435797666,0.8852459016393444
dpbp_pyVLK891zrE_c0020_s000,hi-IN,"لیکن وہ کவیتای نہیں تھیں, وہ کبھیل میری رچی تھیں, وہ پھال توچی یہ تھیں, جس کا کوئی ارθ نہیں تھا لیکن میں اپنا مول جب بھننا تھا, وہ تب میں نے دھنڈا جب میرا یوپسی کا اٹمت ختم ہو گیا",لیکن وہ کவیتای نہیں تھی وہ کبھیل میری رچی تھی وہ پھال توچی یہ تھی جس کا کوئی ارھتھ نہیں تھا لیکن مجھے اپنا مول جب بھننا تھا وہ تب میں نے دھنڈا جب میرا یو پیسی کا اٹمت ختم ہو گیا,0.9602272727272727,0.8433734939759037
a7TJzv_1icU_c0031_s000,hi-IN,یہ جو دہینہ علیند ہے جہاں سے محسیرہ گلڈ کو انٹری مارے یہ یہاں پر ایک مسل پائے جاتا ہے جیتے سائنو اٹریم اسے نوڈ والگ نہیں سائنو اٹریم نوڈ اسے نوڈ یہ ایلیکٹریمٹ کرنٹ جنڈ کرتا ہے اور یہی ایلیکٹریمٹ کرنٹ جنڈ کرتا ہے جسے کی ہوت کیا کرتا ہے ایک طرح سے پمپ کرتا ہے تو ہات کو پمپکھگنے کے لیے جو,یہ جو دہینہ علینڈ ہے جہاں سے محاصیرہ گلڑ کو انٹری مارے ہیں یہاں پر ایک مسل پائے جاتا ہے جیہتے Sinoatrium S-A-Node WALG نہیں Sinoatrium Node S-A-Node یہ ایلیکٹری کرنٹ جنڈریٹ کرتا ہے اور یہی ایلیکٹری کرنٹ جنڈریٹ کرتا ہے جسے کی ہوت کیا کرتا ہے ایک طرح سے پمپ کرتا ہے आपाद को पपादने कि आछो,0.3257443082311734,0.6031746031746031
pyVLK891zrE_c0032_s000,hi-IN,"யா, یா, ஓi, prenum-nul-nul, Mellikhaq, Banna-chath-o-yap, Povlisar, Banna-chath-o-yap, Ussate, Yapna-o- Khoja-o-ya-mai-ni-vibna-o-ya-mul, Yatra, Mellikhaq, Mellikhaq, Povlisar, Mellikhaq, Povlisar, Povlisar, Ussate, Yapna-o-ya-mul, Khoja-o-ya-mai-ni-vibna-o-ya-mul, Yatra, Yapna-o-ya-mai-ni-vibna-o-ya-mul, لیکن میرا سنگر سی ہے تھا کہ میں بطور لکھاک بٹک رہوں کوئی مجھے مانیتا دینگلی پیار نہیں ہے","யா, யா, ஓi, you've got me? I want to become a Likha, I want to become a publisher He also has got his own rule, I don't have his rule Yatra, there is no need to be victim here I was never hungry for the food, I was not hungry I used to eat the food in the past But my song was that I am getting a bat or Likha I don't want anyone to accept me",0.037037037037037035,0.03773584905660377
a7TJzv_1icU_c0023_s001,hi-IN,کیا یہ پھوسپوس کا وال بھیک کی ایروتا کہ ہے ایروتا کہا ہے پھر اسے ہم کہتے ایروتیک والگ ایروتیک وال یہ ایروتا یعنی مہا دھمی آپ یات کیری اسے پہلے والا توپی مہا دھمی کے بعد دھمی چھوٹی دھمی اور اس کے بعد کیا تھے کیسی کا کیسی کا جب اچھوٹی سیرا سیرا مہا سیرا مہا سیرا کو کیا کہا کہا تھا بھینا کہا,کیا یہ پھوسپوس کا وال بھیک کی ایروتا کہ ہے ایروتا کہا ہے پہ اسے ہم کہتے ایروتیک وال ایروتیک وال آئی ایروتا یعنی مہا دھمی آپ یات کی ریسے پہلے والا توپی مہا دھمی کے بعد دھمی چھوٹی دھمی اوش کے بعد کیا تھی کیسی کا کیسی کا جب اچھوٹی سیرا سیرا مہا سیرا مہا سیرا کو کیا کہا کہا تھا بھینا کاوہ,0.8222996515679443,0.8682170542635659
a7TJzv_1icU_c0000_s006,hi-IN,استندھاری جس میں مانو ہاتے ہیں پک چی یعنی ابیز یعنی میمانس اور ابیز اس میں ہوت کتنے چیمبرکہ ہوتا ہے چار چیمبرکہ اپر چیمبر لور چیمبر اپر چیمبرکہ کیا کہتے اٹریم یعنی الیند کتھا الیندو داہینا الیند بایا الیند یعنی رائٹ اٹریم لفٹ اٹریم,"hastaUNDARI جسم میں Mahanawate, PAKCHI, ABEEZ, MEMONS & ABEEZ, HOT KITNES CHEMBER KAUTA, CHAR CHEMBER KAUTA, APAR CHEMBER, LOWER CHEMBER, APAR CHEMBER KAUTA, ATRIUM, KETHOLIN, DO, DAHINA, BAYA, RIGHT, ATRIUM, LEFT, ATRIUM.",0.03695150115473441,0.02631578947368421
pyVLK891zrE_c0032_s001,hi-IN,Sosal Media اس waktu me re liye bhaot kar ghar saabet hua woh lalakao me douno CP me Kanat Ples Rivoli cinema ke bhaag liye Mahanwan Mantir ke paas mile me na uska haka haku ruhu usne kaam usne ki abha ISPN naman nao woh me nagallu ka paise haam bhaag hami nahi dhaag hai,"سو சل میڈیا اس بکمےował بہت بہت کار کار سابیں تھے تھا. وہ لڑھا اور میں, Dono CP میں, Kanat Place Revoly cinema ke bagali mein Hanwan Manjit ke Paz mili میں نے اس کہا کہا گرو اس نے کہاں اسے یہ اب ISMN nummerlenا ہوگا میں نے گلو کہاں پڑھا ہم بھجھا ہم نہیں دیں گے",0.06818181818181818,0.10714285714285714
a7TJzv_1icU_c0024_s001,hi-IN,یہ مہدھم نہیں ایروتا کی اور جا رہا ہے تو ایروتیک والب آئے نیلے کی اور خل رہا ہے تو یہ سے کہتے ہیں بائی کسپیک آئی سے کہتے ہیں try-co-speed IL fuz fuz ki orya رہی اس لئے پل منری واؤ رہا سنو او والبقو بھی سامل کی جی آپ دیکھے کتنا کنسپٹ کی لیر ہوئا,یہ مہدھم نہیں ایروتا کی اور جا رہا ہے تو ایروتیک والب آئے نیلے کی اور خل رہا ہے تو یہ سے کہتے ہیں بائی کسپیک آئی سے کہتے ہیں try-co-speed IL fuz fuz ki orya رہی اس لے پل منری واظ رہا سنہا ہے او والبقو بھی سامل کی جی آپ دیکھے کتنا کنسب کی لئے رہا,0.8997955010224948,0.9075630252100839
pyVLK891zrE_c0026_s000,hi-IN,پکنے اور تپنے میں انتر ہے ہم صفضابالیوں کے حر فر میں کئیوار جندگی کا راستہ دوروضر کر دے میں جہ پتا چل گیا ہی پکنہ نہیں تپنہ ہے جو تپے گا وہ دمکے گا وہ چھمکے گا اور جو پکے گا وہ چوص لیا جا گا جس لیکن تپنے پر دھانڈی جے گا اور سندھرس میں جو کتاب ہوتا ہے وہ آپ کو تپاتا ہے,پکنے اور تپنے میں انتر ہے ہم سفدہ والیوں کے حیر فیر میں کئیوار جندگی کا راستہ دوروضر کر دے میں جہ پتا چل گیا ہی پکنہ نہیں تپنہ ہے جو تپے گا وہ دمکے گا وہ چمکے گا اور جو پکے گا وہ چوص لیا جا گا جس لیکن تپنے پر دھانڈی جے گا اور سندھرس میں جو کتاب ہوتا ہے وہ آپ کو تپاتا ہے,0.21561338289962825,0.9323308270676692
dpbp_a7TJzv_1icU_c0003_s000,hi-IN,Left side & left side & left side & left side & right side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & right side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left side & left,"Left side facing facing, picking up the statue itself Here is the left side facing facing And this leg facing further on the left side",0.08191126279863481,0.06896551724137931
pyVLK891zrE_c0002_s000,hi-IN,Tadex's pattern is that there is a person who has achieved something in his life. He can be with you and tell you how he has achieved this goal after his studies.,"Tadex's paterniyayi ki, here he vakti ayat hai Jisnepne jeevan mein, jo kuch bhi thoda bhaod haasil ki ayah hai Vapni yatra, haapke saad saadha kar sake aur bata saakhe ki, wo kis kis padao ke baad kasi kasi yatra kar ke Is mansta ke ayah hai",0.07035175879396985,0.09876543209876543
